PO_NUMBER,PaymentNO,DATE,PARTOL_TYPE,O'ty,AMOUNT,Price/Liter,shipping Address,CompanyID,Companyname,TaxNumber,InvoiceNumber,Filling Time,Vat 7% (inclusive),Grand Total,Company Name ,Address 
2203011916,20061670,2018-03-01,DIESEL,9376.8,261987.792,27.94,30026514,900893009,Judith co.,100926706,300966904,46.884,18339.14544,280326.9374,Group1 ,"136 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203011917,20064056,2018-03-01,DIESEL,6507.82,181828.4908,27.94,30011473,900146418,Richard Ltd.,100935911,300337946,32.5391,12727.99436,194556.4852,Group1 ,"137 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203011942,20073328,2018-03-01,DIESEL,9186.86,256680.8684,27.94,30038348,900698255,Umar Ltd.,100865415,300175039,45.9343,17967.66079,274648.5292,Group1 ,"138 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203011955,20026412,2018-03-01,DIESEL,9973.6,278662.384,27.94,30038348,900698255,Umar Ltd.,100601765,300945089,49.868,19506.36688,298168.7509,Group1 ,"139 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203011960,20030342,2018-03-01,DIESEL,9735.94,272022.1636,27.94,30038348,900698255,Umar Ltd.,100241677,300783761,48.6797,19041.55145,291063.7151,Group1 ,"140 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203011973,20027052,2018-03-01,GASOHOL95,9983.08,329341.8092,32.99,30038348,900698255,Umar Ltd.,100369179,300639348,49.9154,23053.92664,352395.7358,Group1 ,"141 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203011994,20065964,2018-03-01,DIESEL,9591.86,267996.5684,27.94,30038390,900756015,Haji PCL.,100831152,300919932,47.9593,18759.75979,286756.3282,Group1 ,"142 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203011997,20018198,2018-03-01,DIESEL,9997.42,279327.9148,27.94,10007463,900197604,Xiong co.,100421583,300733432,49.9871,19552.95404,298880.8688,Group1 ,"143 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203011998,20054995,2018-03-01,DIESEL,9973.64,278663.5016,27.94,30038347,900964090,António co.,100115212,300311417,49.8682,19506.44511,298169.9467,Group1 ,"144 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203011999,20082776,2018-03-01,DIESEL,9741.18,272168.5692,27.94,30021096,900425246,Öztürk co.,100332231,300678747,48.7059,19051.79984,291220.369,Group1 ,"145 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012000,20018779,2018-03-01,DIESEL,8295.06,231763.9764,27.94,30038348,900698255,Umar Ltd.,100859241,300968765,41.4753,16223.47835,247987.4547,Group1 ,"146 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012008,20065937,2018-03-01,DIESEL,8476.06,236821.1164,27.94,30001090,900464445,Adamu co.,100557273,300738505,42.3803,16577.47815,253398.5945,Group1 ,"147 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012021,20047178,2018-03-01,DIESEL,8616.24,240737.7456,27.94,30021092,900432589,Tong PCL.,100937016,300503658,43.0812,16851.64219,257589.3878,Group1 ,"148 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012028,20056146,2018-03-01,DIESEL,9564.2,267223.748,27.94,30018141,900527094,Machado PCL.,100924967,300717466,47.821,18705.66236,285929.4104,Group1 ,"149 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012095,20055614,2018-03-01,DIESEL,7498.2,209499.708,27.94,30013992,900930667,Suarez Thailand,100891475,300716165,37.491,14664.97956,224164.6876,Group1 ,"150 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012100,20070292,2018-03-01,DIESEL,9273.52,259102.1488,27.94,30045421,900696244,Ahmad Thailand,100776661,300537449,46.3676,18137.15042,277239.2992,Group1 ,"151 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012107,20049429,2018-03-01,DIESEL,9652.46,269689.7324,27.94,30043944,900866808,Victoria PCL.,100139654,300311480,48.2623,18878.28127,288568.0137,Group1 ,"152 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012147,20058360,2018-03-01,DIESEL,9702.78,271095.6732,27.94,30019257,900173447,Maria co.,100856515,300722322,48.5139,18976.69712,290072.3703,Group1 ,"153 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012151,20020925,2018-03-01,DIESEL,7612.38,212689.8972,27.94,30042727,900321356,Samuel PCL.,100174037,300954343,38.0619,14888.2928,227578.19,Group1 ,"154 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012158,20046826,2018-03-01,DIESEL,9267.58,258936.1852,27.94,30038362,900525719,Musa Thailand,100756142,300993462,46.3379,18125.53296,277061.7182,Group1 ,"155 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012180,20046845,2018-03-01,DIESEL,8572.44,239513.9736,27.94,10006801,900631366,Sun Thailand,100206332,300246999,42.8622,16765.97815,256279.9518,Group1 ,"156 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012194,20069249,2018-03-01,DIESEL,9896.44,276506.5336,27.94,30038137,900619163,Molina Thailand,100425464,300894355,49.4822,19355.45735,295861.991,Group1 ,"157 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012198,20050331,2018-03-01,DIESEL,8123.74,226977.2956,27.94,30000449,900100592,Manjhi PCL.,100880562,300737835,40.6187,15888.41069,242865.7063,Group1 ,"158 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012231,20058619,2018-03-01,GASOHOL95,7441.64,245499.7036,32.99,30038362,900525719,Musa Thailand,100328372,300114388,37.2082,17184.97925,262684.6829,Group1 ,"159 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012247,20029611,2018-03-01,DIESEL,9139.38,255354.2772,27.94,10012334,900544783,Bux Ltd.,100293317,300467807,45.6969,17874.7994,273229.0766,Group1 ,"160 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012266,20051092,2018-03-01,DIESEL,8634.3,241242.342,27.94,30026514,900893009,Judith co.,100969061,300515742,43.1715,16886.96394,258129.3059,Group1 ,"161 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012271,20073161,2018-03-01,DIESEL,9914.28,277004.9832,27.94,30023005,900301370,Siddique co.,100176684,300352752,49.5714,19390.34882,296395.332,Group1 ,"162 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012275,20051234,2018-03-01,DIESEL,8957.24,250265.2856,27.94,30027174,900501135,Wen co.,100798713,300281934,44.7862,17518.56999,267783.8556,Group1 ,"163 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012284,20064240,2018-03-01,DIESEL,9982.46,278909.9324,27.94,30002244,900627148,Giri co.,100162160,300246745,49.9123,19523.69527,298433.6277,Group1 ,"164 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012289,20062279,2018-03-01,DIESEL,9998.4,279355.296,27.94,30028481,900903642,Kone PCL.,100393944,300825626,49.992,19554.87072,298910.1667,Group1 ,"165 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012305,20082825,2018-03-01,DIESEL,9956.64,278188.5216,27.94,30038390,900756015,Haji PCL.,100477819,300799759,49.7832,19473.19651,297661.7181,Group1 ,"166 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012322,20074064,2018-03-01,GASOHOL95,7592.68,250482.5132,32.99,10008295,900643425,Lal PCL.,100628856,300895939,37.9634,17533.77592,268016.2891,Group1 ,"167 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012330,20029640,2018-03-01,DIESEL,8920.44,249237.0936,27.94,10011002,900628124,Truong co.,100849075,300632880,44.6022,17446.59655,266683.6902,Group1 ,"168 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012354,20079853,2018-03-01,DIESEL,8828.76,246675.5544,27.94,30030400,900568300,Romero Thailand,100771059,300356493,44.1438,17267.28881,263942.8432,Group1 ,"169 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012379,20010605,2018-03-01,GASOHOL95,9938.92,327884.9708,32.99,30025508,900694980,Traore PCL.,100190957,300979329,49.6946,22951.94796,350836.9188,Group1 ,"170 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012452,20098162,2018-03-01,DIESEL,9473.48,264689.0312,27.94,30038362,900525719,Musa Thailand,100831125,300628732,47.3674,18528.23218,283217.2634,Group1 ,"171 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012478,20095090,2018-03-01,DIESEL,7511.94,209883.6036,27.94,10008836,900655094,Wei co.,100942057,300523348,37.5597,14691.85225,224575.4559,Group1 ,"172 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012580,20043715,2018-03-01,DIESEL,9984.74,278973.6356,27.94,10002812,900769545,Afzal Ltd.,100576078,300771084,49.9237,19528.15449,298501.7901,Group1 ,"173 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012588,20044722,2018-03-01,DIESEL,9018.52,251977.4488,27.94,30029534,900918894,Carl Thailand,100301867,300780477,45.0926,17638.42142,269615.8702,Group1 ,"174 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012690,20080300,2018-03-01,DIESEL,9715.78,271458.8932,27.94,10002256,900592522,Reddy Thailand,100776634,300758872,48.5789,19002.12252,290461.0157,Group1 ,"175 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012694,20037039,2018-03-01,DIESEL,9943.4,277818.596,27.94,30029534,900918894,Carl Thailand,100667151,300363753,49.717,19447.30172,297265.8977,Group1 ,"176 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012699,20028877,2018-03-01,DIESEL,9043.32,252670.3608,27.94,30029534,900918894,Carl Thailand,100508783,300428807,45.2166,17686.92526,270357.2861,Group1 ,"177 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012807,20044541,2018-03-01,DIESEL,9987.84,279060.2496,27.94,30038348,900698255,Umar Ltd.,100481153,300501330,49.9392,19534.21747,298594.4671,Group1 ,"178 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012917,20039106,2018-03-01,DIESEL,8986.66,251087.2804,27.94,30028393,900729796,Costa Thailand,100592124,300221520,44.9333,17576.10963,268663.39,Group1 ,"179 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012924,20053415,2018-03-01,DIESEL,9950.76,278024.2344,27.94,30029534,900918894,Carl Thailand,100333847,300744215,49.7538,19461.69641,297485.9308,Group1 ,"180 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012929,20050258,2018-03-01,GASOHOL95,9812.5,323714.375,32.99,30029534,900918894,Carl Thailand,100557569,300722513,49.0625,22660.00625,346374.3813,Group1 ,"181 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203012968,20037135,2018-03-01,DIESEL,9795.14,273676.2116,27.94,30038362,900525719,Musa Thailand,100841641,300798858,48.9757,19157.33481,292833.5464,Group1 ,"182 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013009,20019842,2018-03-01,DIESEL,9951.9,278056.086,27.94,30043240,900149913,de Araujo Thailand,100108745,300474085,49.7595,19463.92602,297520.012,Group1 ,"183 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013020,20017074,2018-03-01,GASOHOL95,8199.22,270492.2678,32.99,30040275,900878137,Chowdhury Ltd.,100658151,300463226,40.9961,18934.45875,289426.7265,Group1 ,"184 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013100,20071396,2018-03-01,GASOHOL95,9950.66,328272.2734,32.99,30038348,900698255,Umar Ltd.,100761776,300546113,49.7533,22979.05914,351251.3325,Group1 ,"185 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013124,20057260,2018-03-01,DIESEL,9510.3,265717.782,27.94,10002877,900420943,Gomez PCL.,100845861,300504674,47.5515,18600.24474,284318.0267,Group1 ,"186 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013141,20035498,2018-03-01,DIESEL,9205.08,257189.9352,27.94,30038362,900525719,Musa Thailand,100819093,300332731,46.0254,18003.29546,275193.2307,Group1 ,"187 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013187,20069789,2018-03-01,DIESEL,9611.58,268547.5452,27.94,30047690,900318210,Fernandes PCL.,100386884,300147732,48.0579,18798.32816,287345.8734,Group1 ,"188 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013210,20026356,2018-03-01,DIESEL,8562.14,239226.1916,27.94,30038347,900964090,António co.,100197973,300409586,42.8107,16745.83341,255972.025,Group1 ,"189 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013243,20034071,2018-03-01,DIESEL,9977.2,278762.968,27.94,10002758,900958892,Abdul co.,100873560,300873200,49.886,19513.40776,298276.3758,Group1 ,"190 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013282,20094367,2018-03-01,DIESEL,9108.4,254488.696,27.94,30026514,900893009,Judith co.,100941798,300594674,45.542,17814.20872,272302.9047,Group1 ,"191 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013370,20028114,2018-03-01,DIESEL,8387.06,234334.4564,27.94,10007736,900839198,Yahaya co.,100796261,300268280,41.9353,16403.41195,250737.8683,Group1 ,"192 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013377,20031912,2018-03-01,GASOHOL95,8762.38,289070.9162,32.99,30003313,900809814,Patel Thailand,100842893,300297560,43.8119,20234.96413,309305.8803,Group1 ,"193 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013386,20029702,2018-03-01,GASOHOL95,9675.9,319207.941,32.99,30029534,900918894,Carl Thailand,100763001,300469562,48.3795,22344.55587,341552.4969,Group1 ,"194 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013394,20031166,2018-03-01,DIESEL,9857.74,275425.2556,27.94,30013037,900111220,Palacios PCL.,100186298,300117947,49.2887,19279.76789,294705.0235,Group1 ,"195 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013411,20011221,2018-03-01,DIESEL,9926.48,277345.8512,27.94,10022660,900436502,Henry Ltd.,100667337,300261739,49.6324,19414.20958,296760.0608,Group1 ,"196 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013418,20092998,2018-03-01,GASOHOL95,9586.5,316258.635,32.99,30029534,900918894,Carl Thailand,100353915,300129284,47.9325,22138.10445,338396.7395,Group1 ,"197 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013421,20010908,2018-03-01,DIESEL,7564.38,211348.7772,27.94,10021783,900653239,Jeremy co.,100125867,300587954,37.8219,14794.4144,226143.1916,Group1 ,"198 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013424,20094009,2018-03-01,DIESEL,9316.12,260292.3928,27.94,30039757,900336285,Marilyn Ltd.,100700566,300889128,46.5806,18220.4675,278512.8603,Group1 ,"199 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013525,20037413,2018-03-01,DIESEL,9782.3,273317.462,27.94,30003071,900529293,Andrade co.,100583361,300864334,48.9115,19132.22234,292449.6843,Group1 ,"200 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013565,20015274,2018-03-01,DIESEL,9669.64,270169.7416,27.94,10011635,900392989,Michael PCL.,100582285,300760541,48.3482,18911.88191,289081.6235,Group1 ,"201 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013572,20086310,2018-03-01,DIESEL,9352.02,261295.4388,27.94,10002692,900626845,Benitez co.,100748081,300908746,46.7601,18290.68072,279586.1195,Group1 ,"202 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013575,20095554,2018-03-01,DIESEL,9853.1,275295.614,27.94,30040542,900309334,Robert Ltd.,100171787,300253644,49.2655,19270.69298,294566.307,Group1 ,"203 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013609,20071616,2018-03-01,DIESEL,9915.24,277031.8056,27.94,10002917,900566996,Vieira Thailand,100247957,300305337,49.5762,19392.22639,296424.032,Group1 ,"204 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013617,20052933,2018-03-01,DIESEL,5859.52,163714.9888,27.94,30043240,900149913,de Araujo Thailand,100706858,300158747,29.2976,11460.04922,175175.038,Group1 ,"205 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013715,20082552,2018-03-01,DIESEL,9409.94,262913.7236,27.94,30038347,900964090,António co.,100552401,300917583,47.0497,18403.96065,281317.6843,Group1 ,"206 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013719,20094201,2018-03-01,DIESEL,9163.12,256017.5728,27.94,10012018,900942385,Chon Ltd.,100926080,300931352,45.8156,17921.2301,273938.8029,Group1 ,"207 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013726,20017865,2018-03-01,GASOHOL95,9991.58,329622.2242,32.99,10002966,900164770,Ahmad Ltd.,100305364,300337013,49.9579,23073.55569,352695.7799,Group1 ,"208 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013742,20043470,2018-03-01,DIESEL,8986.1,251071.634,27.94,30038362,900525719,Musa Thailand,100359822,300562462,44.9305,17575.01438,268646.6484,Group1 ,"209 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013768,20081397,2018-03-01,DIESEL,9867.14,275687.8916,27.94,30038348,900698255,Umar Ltd.,100602183,300105447,49.3357,19298.15241,294986.044,Group1 ,"210 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013769,20074333,2018-03-01,DIESEL,9998.98,279371.5012,27.94,30038348,900698255,Umar Ltd.,100221299,300906044,49.9949,19556.00508,298927.5063,Group1 ,"211 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013779,20014535,2018-03-01,DIESEL,8947.64,249997.0616,27.94,30024855,900379336,Michael co.,100663424,300793757,44.7382,17499.79431,267496.8559,Group1 ,"212 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013783,20046628,2018-03-01,DIESEL,8761.12,244785.6928,27.94,30038362,900525719,Musa Thailand,100899531,300839691,43.8056,17134.9985,261920.6913,Group1 ,"213 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013818,20033395,2018-03-01,DIESEL,9749.28,272394.8832,27.94,30000420,900936124,Tran co.,100952843,300145209,48.7464,19067.64182,291462.525,Group1 ,"214 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013842,20020686,2018-03-01,DIESEL,6232.32,174131.0208,27.94,30024157,900476663,Mai Ltd.,100576277,300854945,31.1616,12189.17146,186320.1923,Group1 ,"215 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013844,20053785,2018-03-01,DIESEL,8883.8,248213.372,27.94,10010409,900395500,Ramos Thailand,100483293,300627606,44.419,17374.93604,265588.308,Group1 ,"216 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013855,20024562,2018-03-01,DIESEL,9897.12,276525.5328,27.94,10002227,900692693,Wayne PCL.,100816732,300748196,49.4856,19356.7873,295882.3201,Group1 ,"217 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013859,20023673,2018-03-01,DIESEL,8990.96,251207.4224,27.94,30026294,900457467,Shi Ltd.,100939384,300819426,44.9548,17584.51957,268791.942,Group1 ,"218 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013881,20066077,2018-03-01,DIESEL,9985.56,278996.5464,27.94,30040045,900983471,Ei Thailand,100634064,300928725,49.9278,19529.75825,298526.3046,Group1 ,"219 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013896,20051883,2018-03-01,DIESEL,9016.4,251918.216,27.94,10007530,900964542,Isah PCL.,100920749,300608248,45.082,17634.27512,269552.4911,Group1 ,"220 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203013941,20082149,2018-03-01,DIESEL,9996.58,279304.4452,27.94,30038348,900698255,Umar Ltd.,100866292,300642501,49.9829,19551.31116,298855.7564,Group1 ,"221 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
2203014004,20059957,2018-03-01,DIESEL,9069.34,253397.3596,27.94,30018492,900986917,Peña Ltd.,100393470,300552766,45.3467,17737.81517,271135.1748,Group1 ,"222 Pracha Uthit Rd, Khwaeng Bang Mot, Khet Thung Khru, Krung Thep Maha Nakhon 10140"
