DATE,PO_NUMBER,PAYMENT_NUMBER,INVOICE_NUMBER,SHIPMENT_NUMBER,TRUCK_NUMBER,PARTOL_TYPE,O'ty (Liter),AMOUNT,AGENT
1/3/2018,2203014164,20035154,300187137,2203014164,ชม.70-5299,DIESEL,10000,279400,GROUP1
1/3/2018,2203014165,20018153,300558183,2203014165,กท.79-5579,DIESEL,8683.16,242607.4904,GROUP1
1/3/2018,2203014166,20084421,300629975,2203014166,กท.78-4646,GASOHOL95,9985.42,329419.0058,GROUP1
1/3/2018,2203014286,20029296,300503101,2203014286,สค.70-4074,DIESEL,9716.88,271489.6272,GROUP1
1/3/2018,2203014311,20086364,300945223,2203014311,กท.61-7782,GASOHOL95,9929.62,327578.1638,GROUP1
1/3/2018,2203014315,20019984,300879665,2203014315,กท.79-8107,GASOHOL95,7078.68,233525.6532,GROUP1
1/3/2018,2203014321,20056124,300726395,2203014321,กท.77-9738,DIESEL,9989.2,279098.248,GROUP1
1/3/2018,2203014342,20032411,300162315,2203014342,กท.79-6148,DIESEL,9993.34,279213.9196,GROUP1
1/3/2018,2203014347,20032335,300963627,2203014347,นม.70-6589,DIESEL,9999.64,279389.9416,GROUP1
1/3/2018,2203014377,20059614,300815645,2203014377,ฉช.81-4230,DIESEL,9113.94,254643.4836,GROUP1
1/3/2018,2203014392,20098046,300791490,2203014392,กท.79-2717,DIESEL,9401.02,262664.4988,GROUP1
1/3/2018,2203014447,20036968,300832886,2203014447,กท.79-5579,DIESEL,9967.06,278479.6564,GROUP1
1/3/2018,2203014502,20096789,300556320,2203014502,กท.79-1830,DIESEL,9570.02,267386.3588,GROUP1
1/3/2018,2203014508,20053675,300747872,2203014508,กท.79-5843,DIESEL,9617.58,268715.1852,GROUP1
1/3/2018,2203014598,20045039,300867186,2203014598,กท.79-0144,DIESEL,7360.36,205648.4584,GROUP1
2/3/2018,2203014842,20099041,300795024,2203014842,สค.70-4333,GASOHOL95,9829.84,323794.9296,GROUP1
2/3/2018,2203014844,20049374,300189838,2203014844,สค.70-6119,GASOHOL95,9339.64,307647.7416,GROUP1
2/3/2018,2203014845,20025038,300605334,2203014845,สค.70-2917,DIESEL,8131.44,214995.2736,GROUP1
2/3/2018,2203014847,20084140,300655975,2203014847,สค.70-2507,DIESEL,8727.98,230767.7912,GROUP1
2/3/2018,2203014850,20024091,300769013,2203014850,สค.70-2919,GASOHOL95,9740.1,320838.894,GROUP1
2/3/2018,2203014855,20091740,300281354,2203014855,ชม.70-5302,DIESEL,8888.08,235000.8352,GROUP1
2/3/2018,2203014862,20084329,300452872,2203014862,ชม.70-4355,DIESEL,9149.78,241920.1832,GROUP1
2/3/2018,2203014898,20088389,300410760,2203014898,ฉช.82-8346,DIESEL,9957.68,263281.0592,GROUP1
2/3/2018,2203014955,20080184,300791259,2203014955,ฉช.82-8528,DIESEL,7833.52,207118.2688,GROUP1
2/3/2018,2203014958,20092625,300496035,2203014958,ฉช.82-3201,DIESEL,9327.86,246628.6184,GROUP1
2/3/2018,2203014963,20031382,300850069,2203014963,ชม.70-5261,DIESEL,9715.86,256887.3384,GROUP1
2/3/2018,2203014977,20062254,300640468,2203014977,ฉช.82-7170,DIESEL,9969.9,263604.156,GROUP1
2/3/2018,2203015006,20035846,300282718,2203015006,ฉช.82-4812,DIESEL,9363.68,247575.6992,GROUP1
2/3/2018,2203015013,20062988,300658445,2203015013,ลพ.70-0785,DIESEL,9977.78,263812.5032,GROUP1
2/3/2018,2203015078,20079681,300506531,2203015078,กท.79-8993,DIESEL,7995.6,211403.664,GROUP1
2/3/2018,2203015088,20019252,300759396,2203015088,ชม.70-5192,DIESEL,9469.48,250373.0512,GROUP1
2/3/2018,2203015095,20034515,300819638,2203015095,ลพ.70-1223,DIESEL,9925.14,262420.7016,GROUP1
2/3/2018,2203015166,20051611,300769773,2203015166,กท.78-6742,DIESEL,9977.24,263798.2256,GROUP1
2/3/2018,2203015168,20096993,300411739,2203015168,ตร.80-5209,DIESEL,9464.42,250239.2648,GROUP1
2/3/2018,2203015172,20052165,300193622,2203015172,กท.79-1830,DIESEL,9754,257895.76,GROUP1
2/3/2018,2203015175,20068153,300796419,2203015175,สค.70-4335,GASOHOL95,9559.38,314885.9772,GROUP1
2/3/2018,2203015185,20031002,300915004,2203015185,สค.70-6123,DIESEL,9907.08,261943.1952,GROUP1
2/3/2018,2203015187,20093313,300982809,2203015187,กท.79-0643,DIESEL,9622.84,254427.8896,GROUP1
2/3/2018,2203015189,20040423,300491642,2203015189,กท.79-5584,DIESEL,8074.34,213485.5496,GROUP1
2/3/2018,2203015197,20050211,300318886,2203015197,กท.79-1961,DIESEL,9940.78,262834.2232,GROUP1
2/3/2018,2203015209,20093273,300863622,2203015209,ชม.70-5194,DIESEL,9999.48,264386.2512,GROUP1
2/3/2018,2203015212,20034184,300464373,2203015212,กท.79-0642,DIESEL,6541.22,172949.8568,GROUP1
2/3/2018,2203015219,20079778,300248455,2203015219,กท.79-0641,DIESEL,9995.12,264270.9728,GROUP1
2/3/2018,2203015234,20083237,300337380,2203015234,กท.77-8133,DIESEL,8837.2,233655.568,GROUP1
2/3/2018,2203015246,20097573,300770724,2203015246,กท.61-7782,GASOHOL95,9222.58,303791.7852,GROUP1
2/3/2018,2203015259,20052367,300510042,2203015259,กท.79-5578,DIESEL,6202.98,164006.7912,GROUP1
2/3/2018,2203015272,20047631,300612229,2203015272,กท.74-9067,DIESEL,9291.78,245674.6632,GROUP1
2/3/2018,2203015303,20095653,300876106,2203015303,กท.78-1149,DIESEL,9994.06,264242.9464,GROUP1
2/3/2018,2203015305,20067138,300740800,2203015305,กท.78-7993,DIESEL,9871.28,260996.6432,GROUP1
2/3/2018,2203015310,20017311,300942249,2203015310,กท.79-0841,DIESEL,9140.1,241664.244,GROUP1
2/3/2018,2203015324,20092027,300235104,2203015324,กท.74-9070,DIESEL,9957,263263.08,GROUP1
2/3/2018,2203015329,20028974,300468103,2203015329,กท.79-2716,DIESEL,9532.18,252030.8392,GROUP1
2/3/2018,2203015366,20066023,300474976,2203015366,กท.77-8134,DIESEL,9718.36,256953.4384,GROUP1
2/3/2018,2203015395,20013694,300283956,2203015395,กท.77-9738,DIESEL,8665.28,229110.0032,GROUP1
2/3/2018,2203015416,20050377,300156661,2203015416,ชม.70-5300,DIESEL,5356.42,141623.7448,GROUP1
2/3/2018,2203015437,20065471,300191519,2203015437,กท.79-2717,DIESEL,9867.12,260886.6528,GROUP1
2/3/2018,2203015446,20058119,300387835,2203015446,กท.78-6744,DIESEL,9624.64,254475.4816,GROUP1
2/3/2018,2203015458,20083872,300221107,2203015458,กท.79-8107,GASOHOL95,9535.68,314105.2992,GROUP1
2/3/2018,2203015503,20052548,300415342,2203015503,กท.79-0644,DIESEL,9773.58,258413.4552,GROUP1
2/3/2018,2203015523,20018945,300910834,2203015523,กท.77-6494,DIESEL,9303.32,245979.7808,GROUP1
2/3/2018,2203015541,20024890,300154195,2203015541,ชม.70-5122,DIESEL,9755.9,257945.996,GROUP1
2/3/2018,2203015608,20084971,300237792,2203015608,ฉช.82-7443,DIESEL,9942.2,262871.768,GROUP1
2/3/2018,2203015637,20027743,300307925,2203015637,ชบ.83-3599,DIESEL,8555.24,226200.5456,GROUP1
2/3/2018,2203015695,20022333,300818388,2203015695,ชม.70-5124,DIESEL,9966.28,263508.4432,GROUP1
2/3/2018,2203015745,20047285,300840339,2203015745,กท.75-2786,DIESEL,9999.86,264396.2984,GROUP1
2/3/2018,2203015770,20077984,300290750,2203015770,ชม.70-5299,DIESEL,9942.1,262869.124,GROUP1
2/3/2018,2203015789,20094619,300859047,2203015789,ชบ.84-7139,DIESEL,9670.16,255679.0304,GROUP1
2/3/2018,2203015831,20013621,300618911,2203015831,กท.60-4208,GASOHOL95,7670.96,252681.4224,GROUP1
2/3/2018,2203015832,20096682,300730538,2203015832,กท.60-4207,GASOHOL95,9896.66,325995.9804,GROUP1
2/3/2018,2203015868,20069759,300549987,2203015868,กท.79-5840,DIESEL,9972.6,263675.544,GROUP1
2/3/2018,2203015890,20016637,300183231,2203015890,กท.79-8105,GASOHOL95,9423.3,310403.502,GROUP1
2/3/2018,2203015899,20056156,300128557,2203015899,กท.79-0641,DIESEL,9984.7,263995.468,GROUP1
2/3/2018,2203015929,20062860,300399833,2203015929,กท.79-1812,DIESEL,7807.02,206417.6088,GROUP1
2/3/2018,2203015940,20073772,300365782,2203015940,กท.79-5841,DIESEL,9999.2,264378.848,GROUP1
2/3/2018,2203016023,20030147,300255575,2203016023,กท.79-0841,DIESEL,9582.24,253354.4256,GROUP1
2/3/2018,2203016028,20062271,300263075,2203016028,กท.61-7783,GASOHOL95,9677.48,318776.1912,GROUP1
2/3/2018,2203016032,20079661,300764906,2203016032,กท.79-2898,GASOHOL95,7317.02,241022.6388,GROUP1
2/3/2018,2203016037,20074363,300864747,2203016037,กท.79-8993,DIESEL,10000,264400,GROUP1
2/3/2018,2203016046,20065413,300269002,2203016046,นม.70-5434,GASOHOL95,9094.02,299557.0188,GROUP1
2/3/2018,2203016063,20059272,300880132,2203016063,กท.75-3041,DIESEL,9974.68,263730.5392,GROUP1
2/3/2018,2203016167,20032258,300152982,2203016167,กท.79-3156,GASOHOL95,6087.28,200515.0032,GROUP1
2/3/2018,2203016169,20053033,300130145,2203016169,ฉช.82-3201,DIESEL,9889.82,261486.8408,GROUP1
2/3/2018,2203016195,20043258,300856486,2203016195,กท.75-1033,GASOHOL95,9955.94,327948.6636,GROUP1
2/3/2018,2203016216,20022869,300964711,2203016216,กท.78-1149,DIESEL,9995.06,264269.3864,GROUP1
2/3/2018,2203016307,20013221,300658128,2203016307,ชบ.71-4792,GASOHOL95,7862.22,258981.5268,GROUP1
2/3/2018,2203016321,20096701,300319940,2203016321,ฉช.81-3257,DIESEL,9378.28,247961.7232,GROUP1
2/3/2018,2203016396,20099050,300490619,2203016396,กท.79-1830,DIESEL,9066.24,239711.3856,GROUP1
2/3/2018,2203016407,20021773,300788883,2203016407,กท.61-6634,GASOHOL95,9460.32,311622.9408,GROUP1
2/3/2018,2203016423,20021175,300970610,2203016423,กท.77-8134,DIESEL,9940.88,262836.8672,GROUP1
2/3/2018,2203016469,20013931,300277714,2203016469,ฉช.82-8346,DIESEL,9905.66,261905.6504,GROUP1
2/3/2018,2203016470,20086192,300544040,2203016470,ชม.70-5421,DIESEL,9937.62,262750.6728,GROUP1
2/3/2018,2203016502,20052547,300208982,2203016502,นม.70-6737,GASOHOL95,9570.38,315248.3172,GROUP1
2/3/2018,2203016508,20099798,300945754,2203016508,นม.70-7144,GASOHOL95,9800.34,322823.1996,GROUP1
2/3/2018,2203016509,20054258,300500615,2203016509,ชบ.82-4190,DIESEL,9999.48,264386.2512,GROUP1
2/3/2018,2203016516,20088055,300799081,2203016516,กท.79-0644,DIESEL,9550.86,252524.7384,GROUP1
2/3/2018,2203016552,20011653,300286484,2203016552,กท.79-0643,DIESEL,9981.94,263922.4936,GROUP1
2/3/2018,2203016572,20036962,300375615,2203016572,กท.77-9738,DIESEL,7599.8,200938.712,GROUP1
2/3/2018,2203016602,20065785,300797377,2203016602,กท.79-0144,DIESEL,9623.6,254447.984,GROUP1
2/3/2018,2203016622,20096045,300201503,2203016622,นม.70-6721,GASOHOL95,9330,307330.2,GROUP1
2/3/2018,2203016694,20053714,300472684,2203016694,กท.60-4205,GASOHOL95,8873.46,292291.7724,GROUP1
2/3/2018,2203016721,20028067,300600739,2203016721,รย.71-2638,DIESEL,9644.34,254996.3496,GROUP1
2/3/2018,2203016726,20094648,300719272,2203016726,กท.79-5578,DIESEL,9997.12,264323.8528,GROUP1
2/3/2018,2203016744,20064288,300513820,2203016744,ฉช.82-7443,DIESEL,8839.12,233706.3328,GROUP1
2/3/2018,2203016763,20061193,300535451,2203016763,กท.79-1961,DIESEL,7808.58,206458.8552,GROUP1
2/3/2018,2203016764,20086767,300455023,2203016764,กท.77-8133,DIESEL,9680.96,255964.5824,GROUP1
2/3/2018,2203016797,20010248,300902968,2203016797,กท.79-3259,DIESEL,9421.92,249115.5648,GROUP1
2/3/2018,2203016880,20062791,300864670,2203016880,กท.79-2717,DIESEL,9872.56,261030.4864,GROUP1
2/3/2018,2203016888,20051805,300981706,2203016888,ฉช.81-4230,DIESEL,9949.02,263052.0888,GROUP1
2/3/2018,2203016903,20087783,300848016,2203016903,กท.78-7993,DIESEL,9953.3,263165.252,GROUP1
2/3/2018,2203016979,20031018,300458551,2203016979,กท.79-3258,DIESEL,7096.52,187631.9888,GROUP1
2/3/2018,2203017007,20047327,300843024,2203017007,รย.81-6767,DIESEL,9225.84,243931.2096,GROUP1
2/3/2018,2203017034,20094150,300803247,2203017034,กท.79-5843,DIESEL,7747.92,204855.0048,GROUP1
2/3/2018,2203017035,20019277,300344221,2203017035,กท.79-0642,DIESEL,9983.06,263952.1064,GROUP1
2/3/2018,2203017036,20029005,300765624,2203017036,กท.74-9067,DIESEL,9838.42,260127.8248,GROUP1
2/3/2018,2203017041,20022200,300268216,2203017041,กท.79-5579,DIESEL,9999.24,264379.9056,GROUP1
2/3/2018,2203017045,20057814,300463942,2203017045,กท.79-0644,DIESEL,7929.9,209666.556,GROUP1
2/3/2018,2203017050,20099799,300876151,2203017050,ชม.70-5122,DIESEL,9955.84,263232.4096,GROUP1
2/3/2018,2203017102,20061674,300301643,2203017102,กท.77-7979,DIESEL,9741.38,257562.0872,GROUP1
2/3/2018,2203017131,20052993,300548671,2203017131,ลพ.70-0785,DIESEL,9777.56,258518.6864,GROUP1
2/3/2018,2203017175,20044877,300865334,2203017175,กท.61-7782,GASOHOL95,9939.38,327403.1772,GROUP1
2/3/2018,2203017178,20068648,300174621,2203017178,กท.79-8107,GASOHOL95,9760.44,321508.8936,GROUP1
2/3/2018,2203017277,20040440,300451212,2203017277,กท.74-9070,DIESEL,9921.1,262313.884,GROUP1
3/3/2018,2203017627,20020758,300288199,2203017627,สค.70-6119,GASOHOL95,9542.42,309556.1048,GROUP1
3/3/2018,2203017628,20040555,300910111,2203017628,สค.70-4333,GASOHOL95,9010.26,292292.8344,GROUP1
3/3/2018,2203017638,20045649,300668564,2203017638,ชม.70-4355,DIESEL,9231.44,252387.5696,GROUP1
3/3/2018,2203017639,20099045,300197562,2203017639,ชม.70-5300,DIESEL,8907.14,243521.2076,GROUP1
3/3/2018,2203017645,20062079,300888531,2203017645,ชม.70-5301,DIESEL,7532.82,205947.2988,GROUP1
3/3/2018,2203017690,20094378,300491059,2203017690,สค.70-6124,GASOHOL95,8518.86,276351.8184,GROUP1
3/3/2018,2203017698,20093503,300913090,2203017698,รย.71-2635,DIESEL,9226.68,252257.4312,GROUP1
3/3/2018,2203017752,20066941,300694546,2203017752,ฉช.82-3201,DIESEL,9193.3,251344.822,GROUP1
3/3/2018,2203017774,20082012,300849052,2203017774,ฉช.82-7170,DIESEL,9580.38,261927.5892,GROUP1
3/3/2018,2203017778,20027852,300140361,2203017778,ฉช.82-0002,DIESEL,9971.64,272624.6376,GROUP1
3/3/2018,2203017779,20074063,300634607,2203017779,ฉช.82-4812,DIESEL,8455.36,231169.5424,GROUP1
3/3/2018,2203017802,20023027,300759195,2203017802,ชม.70-5261,DIESEL,9560.52,261384.6168,GROUP1
